"id","state","estimated_population_2019","confirmed","date","deaths","update_source"
3585,"RR",605761,578,"2020-05-04",11,"Secretaria Estadual de Saúde"
3586,"PA",8602865,4262,"2020-05-04",344,"Secretaria Estadual de Saúde"
3587,"AP",845731,1733,"2020-05-04",49,"Secretaria Estadual de Saúde"
3588,"TO",1572866,303,"2020-05-04",7,"Secretaria Estadual de Saúde"
3589,"MA",7075181,4530,"2020-05-04",271,"Secretaria Estadual de Saúde"
3590,"PI",3273227,875,"2020-05-04",29,"Secretaria Estadual de Saúde"
3591,"CE",9132078,11040,"2020-05-04",712,"Secretaria Estadual de Saúde"
3592,"RN",3506853,1536,"2020-05-04",68,"Secretaria Estadual de Saúde"
3593,"PB",4018127,1361,"2020-05-04",85,"Secretaria Estadual de Saúde"
3594,"PE",9557071,8863,"2020-05-04",691,"Secretaria Estadual de Saúde"
3595,"AL",3337357,1538,"2020-05-04",72,"Secretaria Estadual de Saúde"
3596,"SE",2298696,772,"2020-05-04",17,"Secretaria Estadual de Saúde"
3597,"BA",14873064,3734,"2020-05-04",141,"Secretaria Estadual de Saúde"
3598,"MG",21168791,2347,"2020-05-04",90,"Secretaria Estadual de Saúde"
3599,"ES",4018650,3351,"2020-05-04",123,"Secretaria Estadual de Saúde"
3600,"RJ",17264943,11721,"2020-05-04",1065,"Secretaria Estadual de Saúde"
3601,"RO",1777225,756,"2020-05-04",25,"Secretaria Estadual de Saúde"
3602,"PR",11433957,1581,"2020-05-04",97,"Secretaria Estadual de Saúde"
3603,"SC",7164788,2623,"2020-05-04",55,"Secretaria Estadual de Saúde"
3604,"RS",11377239,1768,"2020-05-04",76,"Secretaria Estadual de Saúde"
3605,"MS",2778986,274,"2020-05-04",10,"Secretaria Estadual de Saúde"
3606,"MT",3484466,344,"2020-05-04",13,"Secretaria Estadual de Saúde"
3607,"GO",7018354,861,"2020-05-04",30,"Secretaria Estadual de Saúde"
3608,"DF",3015268,1793,"2020-05-04",33,"Secretaria Estadual de Saúde"
3609,"SP",45919049,34053,"2020-05-05",2851,"Secretaria Estadual de Saúde"
3610,"AC",881935,817,"2020-05-05",29,"Secretaria Estadual de Saúde"
3611,"AM",4144597,8109,"2020-05-05",649,"Secretaria Estadual de Saúde"
3612,"RR",605761,869,"2020-05-05",11,"Secretaria Estadual de Saúde"
3613,"PA",8602865,4756,"2020-05-05",375,"Secretaria Estadual de Saúde"
3614,"AP",845731,1931,"2020-05-05",55,"Secretaria Estadual de Saúde"
3615,"TO",1572866,351,"2020-05-05",9,"Secretaria Estadual de Saúde"
3616,"MA",7075181,5028,"2020-05-05",291,"Secretaria Estadual de Saúde"
3617,"PI",3273227,949,"2020-05-05",30,"Secretaria Estadual de Saúde"
3618,"CE",9132078,11470,"2020-05-05",795,"Secretaria Estadual de Saúde"
3619,"RN",3506853,1644,"2020-05-05",72,"Secretaria Estadual de Saúde"
3620,"PB",4018127,1493,"2020-05-05",92,"Secretaria Estadual de Saúde"
3621,"PE",9557071,9325,"2020-05-05",749,"Secretaria Estadual de Saúde"
3622,"AL",3337357,1605,"2020-05-05",80,"Secretaria Estadual de Saúde"
3623,"SE",2298696,898,"2020-05-05",21,"Secretaria Estadual de Saúde"
3624,"BA",14873064,4040,"2020-05-05",146,"Secretaria Estadual de Saúde"
3625,"MG",21168791,2452,"2020-05-05",94,"Secretaria Estadual de Saúde"
3626,"ES",4018650,3540,"2020-05-05",133,"Secretaria Estadual de Saúde"
3627,"RJ",17264943,12391,"2020-05-05",1123,"Secretaria Estadual de Saúde"
3628,"RO",1777225,861,"2020-05-05",29,"Secretaria Estadual de Saúde"
3629,"PR",11433957,1608,"2020-05-05",102,"Secretaria Estadual de Saúde"
3630,"SC",7164788,2795,"2020-05-05",58,"Secretaria Estadual de Saúde"
3631,"RS",11377239,2019,"2020-05-05",83,"Secretaria Estadual de Saúde"
2739,"PB",4018127,29,"2020-04-02",1,"Secretaria Estadual de Saúde"
2740,"PE",9557071,106,"2020-04-02",9,"Secretaria Estadual de Saúde"
2741,"AL",3337357,18,"2020-04-02",1,"Secretaria Estadual de Saúde"
2742,"SE",2298696,24,"2020-04-02",2,"Secretaria Estadual de Saúde"
2743,"BA",14873064,267,"2020-04-02",3,"Secretaria Estadual de Saúde"
2744,"MG",21168791,370,"2020-04-02",4,"Secretaria Estadual de Saúde"
2745,"ES",4018650,139,"2020-04-02",2,"Secretaria Estadual de Saúde"
2746,"RJ",17264943,992,"2020-04-02",41,"Secretaria Estadual de Saúde"
2747,"RO",1777225,10,"2020-04-02",1,"Secretaria Estadual de Saúde"
2748,"PR",11433957,258,"2020-04-02",4,"Secretaria Estadual de Saúde"
2749,"SC",7164788,281,"2020-04-02",5,"Secretaria Estadual de Saúde"
2750,"RS",11377239,386,"2020-04-02",5,"Secretaria Estadual de Saúde"
2751,"MS",2778986,53,"2020-04-02",1,"Secretaria Estadual de Saúde"
2752,"MT",3484466,41,"2020-04-02",0,"Secretaria Estadual de Saúde"
2753,"GO",7018354,73,"2020-04-02",1,"Secretaria Estadual de Saúde"
2754,"DF",3015268,400,"2020-04-02",5,"Secretaria Estadual de Saúde"
2755,"SP",45919049,4048,"2020-04-03",219,"Secretaria Estadual de Saúde"
2756,"AC",881935,46,"2020-04-03",0,"Secretaria Estadual de Saúde"
2757,"AM",4144597,260,"2020-04-03",7,"Secretaria Estadual de Saúde"
2758,"RR",605761,37,"2020-04-03",1,"Secretaria Estadual de Saúde"
2759,"PA",8602865,75,"2020-04-03",1,"Secretaria Estadual de Saúde"
2760,"AP",845731,19,"2020-04-03",0,"Secretaria Estadual de Saúde"
2761,"TO",1572866,13,"2020-04-03",0,"Secretaria Estadual de Saúde"
2762,"MA",7075181,87,"2020-04-03",1,"Secretaria Estadual de Saúde"
2763,"PI",3273227,22,"2020-04-03",4,"Secretaria Estadual de Saúde"
2764,"CE",9132078,658,"2020-04-03",22,"Secretaria Estadual de Saúde"
2765,"RN",3506853,176,"2020-04-03",4,"Secretaria Estadual de Saúde"
2766,"PB",4018127,32,"2020-04-03",1,"Secretaria Estadual de Saúde"
2767,"PE",9557071,136,"2020-04-03",10,"Secretaria Estadual de Saúde"
2768,"AL",3337357,23,"2020-04-03",2,"Secretaria Estadual de Saúde"
2769,"SE",2298696,27,"2020-04-03",2,"Secretaria Estadual de Saúde"
2770,"BA",14873064,290,"2020-04-03",6,"Secretaria Estadual de Saúde"
2771,"MG",21168791,397,"2020-04-03",6,"Secretaria Estadual de Saúde"
2772,"ES",4018650,153,"2020-04-03",5,"Secretaria Estadual de Saúde"
2773,"RJ",17264943,1074,"2020-04-03",47,"Secretaria Estadual de Saúde"
2774,"RO",1777225,10,"2020-04-03",1,"Secretaria Estadual de Saúde"
2775,"PR",11433957,307,"2020-04-03",5,"Secretaria Estadual de Saúde"
2776,"SC",7164788,301,"2020-04-03",5,"Secretaria Estadual de Saúde"
2777,"RS",11377239,410,"2020-04-03",6,"Secretaria Estadual de Saúde"
2778,"MS",2778986,60,"2020-04-03",1,"Secretaria Estadual de Saúde"
2779,"MT",3484466,44,"2020-04-03",1,"Secretaria Estadual de Saúde"
2780,"GO",7018354,88,"2020-04-03",2,"Secretaria Estadual de Saúde"
2781,"DF",3015268,419,"2020-04-03",6,"Secretaria Estadual de Saúde"
2782,"SP",45919049,4466,"2020-04-04",260,"Secretaria Estadual de Saúde"
2783,"AC",881935,46,"2020-04-04",0,"Secretaria Estadual de Saúde"
2784,"AM",4144597,311,"2020-04-04",12,"Secretaria Estadual de Saúde"
2785,"RR",605761,42,"2020-04-04",1,"Secretaria Estadual de Saúde"
2786,"PA",8602865,82,"2020-04-04",1,"Secretaria Estadual de Saúde"
2787,"AP",845731,29,"2020-04-04",1,"Secretaria Estadual de Saúde"
2788,"TO",1572866,16,"2020-04-04",0,"Secretaria Estadual de Saúde"
2789,"MA",7075181,95,"2020-04-04",2,"Secretaria Estadual de Saúde"
2790,"PI",3273227,24,"2020-04-04",4,"Secretaria Estadual de Saúde"
2791,"CE",9132078,745,"2020-04-04",23,"Secretaria Estadual de Saúde"
2792,"RN",3506853,215,"2020-04-04",6,"Secretaria Estadual de Saúde"
2793,"PB",4018127,34,"2020-04-04",3,"Secretaria Estadual de Saúde"
2794,"PE",9557071,176,"2020-04-04",14,"Secretaria Estadual de Saúde"
2795,"AL",3337357,23,"2020-04-04",2,"Secretaria Estadual de Saúde"
2796,"SE",2298696,32,"2020-04-04",3,"Secretaria Estadual de Saúde"
2797,"BA",14873064,336,"2020-04-04",7,"Secretaria Estadual de Saúde"
2798,"MG",21168791,430,"2020-04-04",6,"Secretaria Estadual de Saúde"
2799,"ES",4018650,166,"2020-04-04",6,"Secretaria Estadual de Saúde"
2800,"RJ",17264943,1246,"2020-04-04",58,"Secretaria Estadual de Saúde"
2801,"RO",1777225,11,"2020-04-04",1,"Secretaria Estadual de Saúde"
2802,"PR",11433957,401,"2020-04-04",7,"Secretaria Estadual de Saúde"
2803,"SC",7164788,356,"2020-04-04",10,"Secretaria Estadual de Saúde"
2804,"RS",11377239,418,"2020-04-04",7,"Secretaria Estadual de Saúde"
2805,"MS",2778986,62,"2020-04-04",1,"Secretaria Estadual de Saúde"
2806,"MT",3484466,60,"2020-04-04",1,"Secretaria Estadual de Saúde"
2807,"GO",7018354,103,"2020-04-04",2,"Secretaria Estadual de Saúde"
2808,"DF",3015268,456,"2020-04-04",7,"Secretaria Estadual de Saúde"
2809,"SP",45919049,4620,"2020-04-05",275,"Secretaria Estadual de Saúde"
2810,"AC",881935,48,"2020-04-05",0,"Secretaria Estadual de Saúde"
2811,"AM",4144597,417,"2020-04-05",15,"Secretaria Estadual de Saúde"
2812,"RR",605761,42,"2020-04-05",1,"Secretaria Estadual de Saúde"
2813,"PA",8602865,86,"2020-04-05",1,"Secretaria Estadual de Saúde"
2814,"AP",845731,32,"2020-04-05",1,"Secretaria Estadual de Saúde"
2815,"TO",1572866,17,"2020-04-05",0,"Secretaria Estadual de Saúde"
2816,"MA",7075181,132,"2020-04-05",2,"Secretaria Estadual de Saúde"
2817,"PI",3273227,24,"2020-04-05",4,"Secretaria Estadual de Saúde"
2818,"CE",9132078,960,"2020-04-05",35,"Secretaria Estadual de Saúde"
2819,"RN",3506853,246,"2020-04-05",7,"Secretaria Estadual de Saúde"
2820,"PB",4018127,35,"2020-04-05",4,"Secretaria Estadual de Saúde"
2821,"PE",9557071,201,"2020-04-05",21,"Secretaria Estadual de Saúde"
2822,"AL",3337357,28,"2020-04-05",2,"Secretaria Estadual de Saúde"
2823,"BA",14873064,401,"2020-04-05",9,"Secretaria Estadual de Saúde"
2824,"MG",21168791,498,"2020-04-05",6,"Secretaria Estadual de Saúde"
2825,"ES",4018650,194,"2020-04-05",6,"Secretaria Estadual de Saúde"
2826,"RJ",17264943,1394,"2020-04-05",64,"Secretaria Estadual de Saúde"
2827,"RO",1777225,14,"2020-04-05",1,"Secretaria Estadual de Saúde"
2828,"PR",11433957,445,"2020-04-05",10,"Secretaria Estadual de Saúde"
2829,"SC",7164788,379,"2020-04-05",10,"Secretaria Estadual de Saúde"
2830,"RS",11377239,468,"2020-04-05",7,"Secretaria Estadual de Saúde"
2831,"MS",2778986,65,"2020-04-05",1,"Secretaria Estadual de Saúde"
2832,"MT",3484466,60,"2020-04-05",1,"Secretaria Estadual de Saúde"
2833,"GO",7018354,115,"2020-04-05",3,"Secretaria Estadual de Saúde"
2834,"DF",3015268,468,"2020-04-05",7,"Secretaria Estadual de Saúde"
2835,"SP",45919049,4866,"2020-04-06",304,"Secretaria Estadual de Saúde"
2836,"AC",881935,50,"2020-04-06",1,"Secretaria Estadual de Saúde"
2837,"AM",4144597,532,"2020-04-06",19,"Secretaria Estadual de Saúde"
2838,"RR",605761,42,"2020-04-06",1,"Secretaria Estadual de Saúde"
2839,"PA",8602865,123,"2020-04-06",5,"Secretaria Estadual de Saúde"
2840,"AP",845731,39,"2020-04-06",2,"Secretaria Estadual de Saúde"
3632,"MS",2778986,283,"2020-05-05",10,"Secretaria Estadual de Saúde"
3633,"MT",3484466,366,"2020-05-05",13,"Secretaria Estadual de Saúde"
3634,"GO",7018354,922,"2020-05-05",38,"Secretaria Estadual de Saúde"
3635,"DF",3015268,1837,"2020-05-05",34,"Secretaria Estadual de Saúde"
3636,"SP",45919049,37853,"2020-05-06",3045,"Secretaria Estadual de Saúde"
3637,"AC",881935,943,"2020-05-06",35,"Secretaria Estadual de Saúde"
3638,"AM",4144597,9243,"2020-05-06",751,"Secretaria Estadual de Saúde"
3639,"RR",605761,932,"2020-05-06",13,"Secretaria Estadual de Saúde"
3640,"PA",8602865,5524,"2020-05-06",410,"Secretaria Estadual de Saúde"
3641,"AP",845731,2046,"2020-05-06",56,"Secretaria Estadual de Saúde"
3642,"TO",1572866,423,"2020-05-06",9,"Secretaria Estadual de Saúde"
3643,"MA",7075181,5389,"2020-05-06",305,"Secretaria Estadual de Saúde"
3644,"PI",3273227,1051,"2020-05-06",35,"Secretaria Estadual de Saúde"
3645,"CE",9132078,12310,"2020-05-06",849,"Secretaria Estadual de Saúde"
3646,"RN",3506853,1739,"2020-05-06",76,"Secretaria Estadual de Saúde"
3647,"PB",4018127,1657,"2020-05-06",101,"Secretaria Estadual de Saúde"
3648,"PE",9557071,9881,"2020-05-06",803,"Secretaria Estadual de Saúde"
3649,"AL",3337357,1703,"2020-05-06",89,"Secretaria Estadual de Saúde"
3650,"SE",2298696,998,"2020-05-06",23,"Secretaria Estadual de Saúde"
3651,"BA",14873064,4301,"2020-05-06",160,"Secretaria Estadual de Saúde"
3652,"MG",21168791,2605,"2020-05-06",97,"Secretaria Estadual de Saúde"
3653,"ES",4018650,3714,"2020-05-06",146,"Secretaria Estadual de Saúde"
3654,"RJ",17264943,13295,"2020-05-06",1205,"Secretaria Estadual de Saúde"
3655,"RO",1777225,943,"2020-05-06",33,"Secretaria Estadual de Saúde"
3656,"PR",11433957,1647,"2020-05-06",104,"Secretaria Estadual de Saúde"
3657,"SC",7164788,2917,"2020-05-06",59,"Secretaria Estadual de Saúde"
3658,"RS",11377239,2100,"2020-05-06",90,"Secretaria Estadual de Saúde"
3659,"MS",2778986,288,"2020-05-06",10,"Secretaria Estadual de Saúde"
3660,"MT",3484466,385,"2020-05-06",13,"Secretaria Estadual de Saúde"
3661,"GO",7018354,1024,"2020-05-06",45,"Secretaria Estadual de Saúde"
3662,"DF",3015268,2046,"2020-05-06",35,"Secretaria Estadual de Saúde"
3663,"SP",45919049,39928,"2020-05-07",3206,"Secretaria Estadual de Saúde"
3664,"AC",881935,1014,"2020-05-07",36,"Secretaria Estadual de Saúde"
3665,"AM",4144597,10099,"2020-05-07",806,"Secretaria Estadual de Saúde"
3666,"RR",605761,1020,"2020-05-07",14,"Secretaria Estadual de Saúde"
3667,"PA",8602865,5935,"2020-05-07",488,"Secretaria Estadual de Saúde"
3668,"AP",845731,2199,"2020-05-07",61,"Secretaria Estadual de Saúde"
3669,"TO",1572866,494,"2020-05-07",9,"Secretaria Estadual de Saúde"
3670,"MA",7075181,5909,"2020-05-07",330,"Secretaria Estadual de Saúde"
3671,"PI",3273227,1131,"2020-05-07",37,"Secretaria Estadual de Saúde"
3672,"CE",9132078,13888,"2020-05-07",903,"Secretaria Estadual de Saúde"
3673,"RN",3506853,1821,"2020-05-07",81,"Secretaria Estadual de Saúde"
3674,"PB",4018127,1849,"2020-05-07",111,"Secretaria Estadual de Saúde"
3675,"PE",9557071,10824,"2020-05-07",845,"Secretaria Estadual de Saúde"
3676,"AL",3337357,1867,"2020-05-07",98,"Secretaria Estadual de Saúde"
3677,"SE",2298696,1214,"2020-05-07",25,"Secretaria Estadual de Saúde"
3678,"BA",14873064,4528,"2020-05-07",165,"Secretaria Estadual de Saúde"
3679,"MG",21168791,2770,"2020-05-07",106,"Secretaria Estadual de Saúde"
3680,"ES",4018650,3988,"2020-05-07",157,"Secretaria Estadual de Saúde"
3681,"RJ",17264943,14156,"2020-05-07",1394,"Secretaria Estadual de Saúde"
3682,"RO",1777225,1098,"2020-05-07",37,"Secretaria Estadual de Saúde"
3683,"PR",11433957,1678,"2020-05-07",107,"Secretaria Estadual de Saúde"
3684,"SC",7164788,3082,"2020-05-07",63,"Secretaria Estadual de Saúde"
3685,"RS",11377239,2182,"2020-05-07",91,"Secretaria Estadual de Saúde"
3686,"MS",2778986,311,"2020-05-07",10,"Secretaria Estadual de Saúde"
2841,"TO",1572866,19,"2020-04-06",0,"Secretaria Estadual de Saúde"
2842,"MA",7075181,171,"2020-04-06",4,"Secretaria Estadual de Saúde"
2843,"PI",3273227,26,"2020-04-06",4,"Secretaria Estadual de Saúde"
2844,"CE",9132078,1045,"2020-04-06",35,"Secretaria Estadual de Saúde"
2845,"PB",4018127,36,"2020-04-06",4,"Secretaria Estadual de Saúde"
2846,"PE",9557071,223,"2020-04-06",30,"Secretaria Estadual de Saúde"
2847,"AL",3337357,31,"2020-04-06",2,"Secretaria Estadual de Saúde"
2848,"SE",2298696,32,"2020-04-06",4,"Secretaria Estadual de Saúde"
2849,"BA",14873064,437,"2020-04-06",10,"Secretaria Estadual de Saúde"
2850,"MG",21168791,525,"2020-04-06",9,"Secretaria Estadual de Saúde"
2851,"ES",4018650,209,"2020-04-06",6,"Secretaria Estadual de Saúde"
2852,"RJ",17264943,1461,"2020-04-06",71,"Secretaria Estadual de Saúde"
2853,"RO",1777225,18,"2020-04-06",1,"Secretaria Estadual de Saúde"
2854,"PR",11433957,466,"2020-04-06",14,"Secretaria Estadual de Saúde"
2855,"SC",7164788,417,"2020-04-06",11,"Secretaria Estadual de Saúde"
2856,"RS",11377239,501,"2020-04-06",8,"Secretaria Estadual de Saúde"
2857,"MS",2778986,66,"2020-04-06",1,"Secretaria Estadual de Saúde"
2858,"MT",3484466,76,"2020-04-06",1,"Secretaria Estadual de Saúde"
2859,"GO",7018354,119,"2020-04-06",5,"Secretaria Estadual de Saúde"
2860,"DF",3015268,485,"2020-04-06",10,"Secretaria Estadual de Saúde"
2861,"SP",45919049,5682,"2020-04-07",371,"Secretaria Estadual de Saúde"
2862,"AC",881935,50,"2020-04-07",2,"Secretaria Estadual de Saúde"
2863,"AM",4144597,636,"2020-04-07",23,"Secretaria Estadual de Saúde"
2864,"RR",605761,49,"2020-04-07",1,"Secretaria Estadual de Saúde"
2865,"PA",8602865,154,"2020-04-07",5,"Secretaria Estadual de Saúde"
2866,"AP",845731,51,"2020-04-07",2,"Secretaria Estadual de Saúde"
2867,"TO",1572866,19,"2020-04-07",0,"Secretaria Estadual de Saúde"
2868,"MA",7075181,229,"2020-04-07",11,"Secretaria Estadual de Saúde"
2869,"PI",3273227,31,"2020-04-07",5,"Secretaria Estadual de Saúde"
2870,"CE",9132078,1188,"2020-04-07",40,"Secretaria Estadual de Saúde"
2871,"RN",3506853,254,"2020-04-07",8,"Secretaria Estadual de Saúde"
2872,"PB",4018127,41,"2020-04-07",4,"Secretaria Estadual de Saúde"
2873,"PE",9557071,352,"2020-04-07",34,"Secretaria Estadual de Saúde"
2874,"AL",3337357,34,"2020-04-07",2,"Secretaria Estadual de Saúde"
2875,"SE",2298696,36,"2020-04-07",4,"Secretaria Estadual de Saúde"
2876,"BA",14873064,462,"2020-04-07",14,"Secretaria Estadual de Saúde"
2877,"MG",21168791,559,"2020-04-07",11,"Secretaria Estadual de Saúde"
2878,"ES",4018650,227,"2020-04-07",6,"Secretaria Estadual de Saúde"
2879,"RJ",17264943,1688,"2020-04-07",89,"Secretaria Estadual de Saúde"
2880,"RO",1777225,23,"2020-04-07",1,"Secretaria Estadual de Saúde"
2881,"PR",11433957,511,"2020-04-07",15,"Secretaria Estadual de Saúde"
2882,"SC",7164788,457,"2020-04-07",15,"Secretaria Estadual de Saúde"
2883,"RS",11377239,555,"2020-04-07",8,"Secretaria Estadual de Saúde"
2884,"MS",2778986,80,"2020-04-07",2,"Secretaria Estadual de Saúde"
2885,"MT",3484466,78,"2020-04-07",1,"Secretaria Estadual de Saúde"
2886,"GO",7018354,133,"2020-04-07",5,"Secretaria Estadual de Saúde"
2887,"DF",3015268,503,"2020-04-07",12,"Secretaria Estadual de Saúde"
2888,"SP",45919049,6708,"2020-04-08",428,"Secretaria Estadual de Saúde"
2889,"AC",881935,58,"2020-04-08",2,"Secretaria Estadual de Saúde"
2890,"AM",4144597,804,"2020-04-08",30,"Secretaria Estadual de Saúde"
2891,"RR",605761,52,"2020-04-08",1,"Secretaria Estadual de Saúde"
2892,"PA",8602865,165,"2020-04-08",6,"Secretaria Estadual de Saúde"
2893,"AP",845731,107,"2020-04-08",2,"Secretaria Estadual de Saúde"
2894,"TO",1572866,23,"2020-04-08",0,"Secretaria Estadual de Saúde"
2895,"MA",7075181,272,"2020-04-08",12,"Secretaria Estadual de Saúde"
2896,"PI",3273227,38,"2020-04-08",6,"Secretaria Estadual de Saúde"
2897,"CE",9132078,1394,"2020-04-08",57,"Secretaria Estadual de Saúde"
2898,"RN",3506853,261,"2020-04-08",11,"Secretaria Estadual de Saúde"
2899,"PB",4018127,55,"2020-04-08",7,"Secretaria Estadual de Saúde"
2900,"PE",9557071,401,"2020-04-08",46,"Secretaria Estadual de Saúde"
2901,"AL",3337357,37,"2020-04-08",3,"Secretaria Estadual de Saúde"
2902,"SE",2298696,39,"2020-04-08",4,"Secretaria Estadual de Saúde"
2903,"BA",14873064,515,"2020-04-08",18,"Secretaria Estadual de Saúde"
2904,"MG",21168791,614,"2020-04-08",14,"Secretaria Estadual de Saúde"
2905,"ES",4018650,273,"2020-04-08",6,"Secretaria Estadual de Saúde"
2906,"RJ",17264943,1938,"2020-04-08",106,"Secretaria Estadual de Saúde"
2907,"RO",1777225,26,"2020-04-08",1,"Secretaria Estadual de Saúde"
2908,"PR",11433957,550,"2020-04-08",17,"Secretaria Estadual de Saúde"
2909,"SC",7164788,501,"2020-04-08",17,"Secretaria Estadual de Saúde"
2910,"RS",11377239,581,"2020-04-08",10,"Secretaria Estadual de Saúde"
2911,"MS",2778986,85,"2020-04-08",2,"Secretaria Estadual de Saúde"
2912,"MT",3484466,90,"2020-04-08",1,"Secretaria Estadual de Saúde"
2913,"GO",7018354,159,"2020-04-08",7,"Secretaria Estadual de Saúde"
2914,"DF",3015268,509,"2020-04-08",12,"Secretaria Estadual de Saúde"
2915,"SP",45919049,7480,"2020-04-09",496,"Secretaria Estadual de Saúde"
2916,"AC",881935,62,"2020-04-09",2,"Secretaria Estadual de Saúde"
2917,"AM",4144597,899,"2020-04-09",40,"Secretaria Estadual de Saúde"
2918,"RR",605761,63,"2020-04-09",2,"Secretaria Estadual de Saúde"
2919,"PA",8602865,169,"2020-04-09",7,"Secretaria Estadual de Saúde"
2920,"AP",845731,110,"2020-04-09",2,"Secretaria Estadual de Saúde"
2921,"TO",1572866,23,"2020-04-09",0,"Secretaria Estadual de Saúde"
2922,"MA",7075181,293,"2020-04-09",16,"Secretaria Estadual de Saúde"
2923,"PI",3273227,40,"2020-04-09",7,"Secretaria Estadual de Saúde"
2924,"CE",9132078,1445,"2020-04-09",57,"Secretaria Estadual de Saúde"
2925,"PB",4018127,79,"2020-04-09",11,"Secretaria Estadual de Saúde"
2926,"PE",9557071,555,"2020-04-09",56,"Secretaria Estadual de Saúde"
2927,"AL",3337357,37,"2020-04-09",3,"Secretaria Estadual de Saúde"
2928,"SE",2298696,40,"2020-04-09",4,"Secretaria Estadual de Saúde"
2929,"BA",14873064,568,"2020-04-09",19,"Secretaria Estadual de Saúde"
2930,"MG",21168791,655,"2020-04-09",15,"Secretaria Estadual de Saúde"
2931,"ES",4018650,300,"2020-04-09",7,"Secretaria Estadual de Saúde"
2932,"RJ",17264943,2216,"2020-04-09",122,"Secretaria Estadual de Saúde"
2933,"RO",1777225,28,"2020-04-09",2,"Secretaria Estadual de Saúde"
2934,"PR",11433957,621,"2020-04-09",24,"Secretaria Estadual de Saúde"
2935,"SC",7164788,693,"2020-04-09",18,"Secretaria Estadual de Saúde"
2936,"RS",11377239,636,"2020-04-09",14,"Secretaria Estadual de Saúde"
2937,"MS",2778986,89,"2020-04-09",2,"Secretaria Estadual de Saúde"
2938,"MT",3484466,108,"2020-04-09",2,"Secretaria Estadual de Saúde"
2939,"GO",7018354,179,"2020-04-09",7,"Secretaria Estadual de Saúde"
2940,"DF",3015268,527,"2020-04-09",13,"Secretaria Estadual de Saúde"
2941,"SP",45919049,8216,"2020-04-10",540,"Secretaria Estadual de Saúde"
2942,"AC",881935,70,"2020-04-10",2,"Secretaria Estadual de Saúde"
2943,"AM",4144597,981,"2020-04-10",50,"Secretaria Estadual de Saúde"
2944,"RR",605761,75,"2020-04-10",3,"Secretaria Estadual de Saúde"
2945,"PA",8602865,217,"2020-04-10",9,"Secretaria Estadual de Saúde"
2946,"AP",845731,166,"2020-04-10",2,"Secretaria Estadual de Saúde"
2947,"TO",1572866,23,"2020-04-10",0,"Secretaria Estadual de Saúde"
2948,"MA",7075181,344,"2020-04-10",21,"Secretaria Estadual de Saúde"
2949,"PI",3273227,41,"2020-04-10",7,"Secretaria Estadual de Saúde"
2950,"CE",9132078,1558,"2020-04-10",67,"Secretaria Estadual de Saúde"
2951,"RN",3506853,263,"2020-04-10",11,"Secretaria Estadual de Saúde"
2952,"PB",4018127,85,"2020-04-10",11,"Secretaria Estadual de Saúde"
2953,"PE",9557071,684,"2020-04-10",65,"Secretaria Estadual de Saúde"
2954,"AL",3337357,45,"2020-04-10",3,"Secretaria Estadual de Saúde"
2955,"SE",2298696,42,"2020-04-10",4,"Secretaria Estadual de Saúde"
2956,"BA",14873064,616,"2020-04-10",19,"Secretaria Estadual de Saúde"
2957,"MG",21168791,698,"2020-04-10",17,"Secretaria Estadual de Saúde"
2958,"ES",4018650,349,"2020-04-10",8,"Secretaria Estadual de Saúde"
2959,"RJ",17264943,2464,"2020-04-10",147,"Secretaria Estadual de Saúde"
2960,"RO",1777225,32,"2020-04-10",2,"Secretaria Estadual de Saúde"
2961,"PR",11433957,655,"2020-04-10",26,"Secretaria Estadual de Saúde"
2962,"SC",7164788,717,"2020-04-10",18,"Secretaria Estadual de Saúde"
3687,"MT",3484466,419,"2020-05-07",14,"Secretaria Estadual de Saúde"
3688,"GO",7018354,1027,"2020-05-07",44,"Secretaria Estadual de Saúde"
3689,"DF",3015268,2258,"2020-05-07",35,"Secretaria Estadual de Saúde"
3690,"SP",45919049,41830,"2020-05-08",3416,"Secretaria Estadual de Saúde"
3691,"AC",881935,1177,"2020-05-08",38,"Secretaria Estadual de Saúde"
3692,"AM",4144597,10727,"2020-05-08",874,"Secretaria Estadual de Saúde"
3693,"RR",605761,1124,"2020-05-08",16,"Secretaria Estadual de Saúde"
3694,"PA",8602865,6519,"2020-05-08",574,"Secretaria Estadual de Saúde"
3695,"AP",845731,2322,"2020-05-08",66,"Secretaria Estadual de Saúde"
3696,"TO",1572866,572,"2020-05-08",9,"Secretaria Estadual de Saúde"
3697,"MA",7075181,6765,"2020-05-08",355,"Secretaria Estadual de Saúde"
3698,"PI",3273227,1233,"2020-05-08",38,"Secretaria Estadual de Saúde"
3699,"CE",9132078,15134,"2020-05-08",997,"Secretaria Estadual de Saúde"
3700,"RN",3506853,1919,"2020-05-08",87,"Secretaria Estadual de Saúde"
3701,"PB",4018127,2030,"2020-05-08",114,"Secretaria Estadual de Saúde"
3702,"PE",9557071,11587,"2020-05-08",927,"Secretaria Estadual de Saúde"
3703,"AL",3337357,2033,"2020-05-08",108,"Secretaria Estadual de Saúde"
3704,"SE",2298696,1438,"2020-05-08",28,"Secretaria Estadual de Saúde"
3705,"BA",14873064,4818,"2020-05-08",183,"Secretaria Estadual de Saúde"
3706,"MG",21168791,2943,"2020-05-08",111,"Secretaria Estadual de Saúde"
